order_id,predict_roomid,probability
ORDER_13028754,ROOM_312919513,0.108333
ORDER_13028754,ROOM_31291959,0.108333
ORDER_13028754,ROOM_312919511,0.108333
ORDER_13028754,ROOM_31291953,0.108333
ORDER_13028754,ROOM_31291287,0.108333
ORDER_13028754,ROOM_31291195,0.108333
ORDER_13028754,ROOM_312911913,0.108333
ORDER_13028754,ROOM_312911611,0.108333
ORDER_13028754,ROOM_31291163,0.108333
ORDER_13028754,ROOM_31291169,0.108333
ORDER_13028754,ROOM_312911615,0.108333
ORDER_13028754,ROOM_312910913,0.108333
ORDER_13028754,ROOM_312912713,0.108333
ORDER_13028754,ROOM_312913811,0.108333
ORDER_13028754,ROOM_31291177,0.108333
ORDER_13028754,ROOM_312912711,0.108333
ORDER_13028754,ROOM_31291927,0.108333
ORDER_13028754,ROOM_31291273,0.108333
ORDER_13028754,ROOM_31291389,0.108333
ORDER_13028754,ROOM_31291279,0.108333
ORDER_13028754,ROOM_31291383,0.108333
ORDER_13028754,ROOM_312913813,0.108333
ORDER_13028754,ROOM_31291397,0.108333
ORDER_13029084,ROOM_3131463,0.108333
ORDER_13029084,ROOM_3131493,0.108333
ORDER_13029084,ROOM_3131355,0.184371
ORDER_13029084,ROOM_3131435,0.108333
ORDER_13029084,ROOM_3131417,0.108333
ORDER_13029084,ROOM_3131413,0.108333
ORDER_13029084,ROOM_3131333,0.432666
ORDER_13029084,ROOM_3131515,0.108333
ORDER_13029084,ROOM_3131445,0.108333
ORDER_13029194,ROOM_2879599,0.108333
ORDER_13029194,ROOM_28795821,0.108333
ORDER_13029194,ROOM_28795817,0.108333
ORDER_13029194,ROOM_28796619,0.116554
ORDER_13029194,ROOM_28796415,0.108333
ORDER_13029194,ROOM_2879689,0.111452
ORDER_13029194,ROOM_28796411,0.108333
ORDER_13029194,ROOM_28796413,0.108333
ORDER_13029194,ROOM_2879645,0.108333
ORDER_13029194,ROOM_2879753,0.134507
ORDER_13029194,ROOM_2879777,0.19209
ORDER_13029194,ROOM_2879785,0.219123
ORDER_13029194,ROOM_28797811,0.400155
ORDER_13029194,ROOM_28797813,0.156615
ORDER_13029194,ROOM_2879633,0.108333
ORDER_13029194,ROOM_28797815,0.156615
ORDER_13029194,ROOM_28795719,0.108333
ORDER_13029194,ROOM_2879627,0.108333
ORDER_13029194,ROOM_28796517,0.116554
ORDER_13149078,ROOM_26629887,0.284529
ORDER_13149078,ROOM_26629899,0.284529
ORDER_13149078,ROOM_26629905,0.284529
ORDER_13149078,ROOM_26629889,0.284529
ORDER_13149078,ROOM_26629907,0.284529
ORDER_13149078,ROOM_26629909,0.284529
ORDER_13149078,ROOM_26629897,0.284529
ORDER_13149078,ROOM_26629883,0.274731
ORDER_13149078,ROOM_26629885,0.284529
ORDER_13149078,ROOM_26629893,0.284529
ORDER_13149078,ROOM_26629895,0.284529
ORDER_13149078,ROOM_26629903,0.284529
ORDER_13029236,ROOM_18472437,0.165933
ORDER_13029236,ROOM_18473797,0.108333
ORDER_13029236,ROOM_184739711,0.108333
ORDER_13029236,ROOM_18471083,0.108333
ORDER_13029236,ROOM_184739715,0.108333
ORDER_13029236,ROOM_18473979,0.108333
ORDER_13029236,ROOM_184733715,0.108333
ORDER_13029236,ROOM_18474093,0.108333
ORDER_13029236,ROOM_18474133,0.108333
ORDER_13029236,ROOM_184741311,0.108333
ORDER_13029236,ROOM_18474225,0.108333
ORDER_13029236,ROOM_18474353,0.108333
ORDER_13029236,ROOM_184728721,0.108333
ORDER_13029236,ROOM_18471975,0.201964
ORDER_13029236,ROOM_184728719,0.108333
ORDER_13029236,ROOM_18472703,0.184198
ORDER_13029236,ROOM_18473583,0.108333
ORDER_13029236,ROOM_18471329,0.108333
ORDER_13029236,ROOM_184713215,0.108333
ORDER_13029236,ROOM_184711913,0.108333
ORDER_13029236,ROOM_184713611,0.108333
ORDER_13029236,ROOM_184713613,0.108333
ORDER_13029236,ROOM_18471499,0.108333
ORDER_13029236,ROOM_184714915,0.108333
ORDER_13029236,ROOM_18473685,0.108333
ORDER_13029236,ROOM_184716213,0.111452
ORDER_13029236,ROOM_184716211,0.111452
ORDER_13029236,ROOM_184736813,0.108333
ORDER_13029236,ROOM_18471629,0.111452
ORDER_13029236,ROOM_184711911,0.108333
ORDER_13029236,ROOM_184722417,0.111452
ORDER_13029236,ROOM_18472249,0.111452
ORDER_13029236,ROOM_18473385,0.108333
ORDER_13029236,ROOM_184723415,0.111452
ORDER_13029236,ROOM_18473099,0.108333
ORDER_13029236,ROOM_18474317,0.108333
ORDER_13029236,ROOM_184743119,0.108333
ORDER_13029236,ROOM_184729123,0.108333
ORDER_13029236,ROOM_18473487,0.108333
ORDER_13029236,ROOM_184734523,0.108333
ORDER_13029236,ROOM_18472345,0.201964
ORDER_13029236,ROOM_184718015,0.111452
ORDER_13029236,ROOM_18471115,0.108333
ORDER_13029236,ROOM_184741615,0.108333
ORDER_13029236,ROOM_184741617,0.108333
ORDER_13029236,ROOM_18471415,0.108333
ORDER_13029236,ROOM_18471637,0.201964
ORDER_13029236,ROOM_184718317,0.111452
ORDER_13029236,ROOM_18472993,0.108333
ORDER_13029236,ROOM_184723411,0.471043
ORDER_13029236,ROOM_184723413,0.111452
ORDER_13029236,ROOM_184733813,0.108333
ORDER_13029236,ROOM_18471357,0.108333
ORDER_13029236,ROOM_184734811,0.108333
ORDER_13029236,ROOM_184729911,0.108333
ORDER_13029236,ROOM_18471523,0.108333
ORDER_13029236,ROOM_18471245,0.108333
ORDER_13029236,ROOM_18471177,0.108333
ORDER_13029236,ROOM_184711413,0.108333
ORDER_13029236,ROOM_18471543,0.184198
ORDER_13029236,ROOM_184711411,0.108333
ORDER_13029236,ROOM_18471147,0.108333
ORDER_13029236,ROOM_18471049,0.108333
ORDER_13029236,ROOM_184716919,0.111452
ORDER_13029236,ROOM_184716921,0.111452
ORDER_13029236,ROOM_18472927,0.108333
ORDER_13029236,ROOM_184729217,0.108333
ORDER_13029236,ROOM_184729213,0.108333
ORDER_13029236,ROOM_184730315,0.108333
ORDER_13029236,ROOM_18473175,0.108333
ORDER_13029236,ROOM_184732919,0.108333
ORDER_13029236,ROOM_184732917,0.108333
ORDER_13029236,ROOM_184733021,0.108333
ORDER_13029236,ROOM_18473419,0.108333
ORDER_13029236,ROOM_18474119,0.108333
ORDER_13029236,ROOM_184741713,0.108333
ORDER_13029236,ROOM_18474365,0.108333
ORDER_13029236,ROOM_18471343,0.108333
ORDER_13148918,ROOM_169051213,0.150057
ORDER_13148918,ROOM_16905097,0.119316
ORDER_13148918,ROOM_16904995,0.108333
ORDER_13148918,ROOM_16905167,0.108333
ORDER_13148918,ROOM_16905079,0.111452
ORDER_13148918,ROOM_169050917,0.111452
ORDER_13148918,ROOM_169049017,0.108333
ORDER_13148918,ROOM_169047515,0.108333
ORDER_13148918,ROOM_16904913,0.108333
ORDER_13148918,ROOM_16904929,0.108333
ORDER_13148918,ROOM_16904867,0.108333
ORDER_13148918,ROOM_169051211,0.150057
ORDER_13148918,ROOM_16905239,0.108333
ORDER_13148918,ROOM_169051517,0.108333
ORDER_13148918,ROOM_169052915,0.108333
ORDER_13148918,ROOM_16904757,0.108333
ORDER_13148918,ROOM_16905183,0.108333
ORDER_13148918,ROOM_16905123,0.205694
ORDER_13148918,ROOM_16905065,0.119316
ORDER_13148918,ROOM_16905179,0.108333
ORDER_13148918,ROOM_169049911,0.108333
ORDER_13148918,ROOM_169049913,0.108333
ORDER_13148918,ROOM_169053017,0.108333
ORDER_13148918,ROOM_16905307,0.108333
ORDER_13148918,ROOM_169047413,0.108333
ORDER_13148918,ROOM_169047411,0.108333
ORDER_13148918,ROOM_16904745,0.108333
ORDER_13148918,ROOM_169050015,0.108333
ORDER_13148918,ROOM_169051315,0.329986
ORDER_13148918,ROOM_16904733,0.108333
ORDER_13148918,ROOM_16905195,0.108333
ORDER_13148918,ROOM_16904749,0.108333
ORDER_13148918,ROOM_169051913,0.108333
ORDER_13148918,ROOM_169051911,0.108333
ORDER_13148918,ROOM_169051915,0.108333
ORDER_13148918,ROOM_16905245,0.108333
ORDER_13148918,ROOM_169052813,0.108333
ORDER_13148918,ROOM_16905283,0.108333
ORDER_13148918,ROOM_169052811,0.108333
ORDER_13148835,ROOM_304574313,0.111452
ORDER_13148835,ROOM_30457435,0.119316
ORDER_13148835,ROOM_304574315,0.111452
ORDER_13148835,ROOM_30457463,0.258865
ORDER_13148835,ROOM_30457439,0.111452
ORDER_13148835,ROOM_30457223,0.108333
ORDER_13148835,ROOM_30457347,0.155535
ORDER_13148835,ROOM_304573711,0.111452
ORDER_13148835,ROOM_30457233,0.108333
ORDER_13148835,ROOM_30457273,0.108333
ORDER_13148835,ROOM_30457235,0.108333
ORDER_13148835,ROOM_30457493,0.108333
ORDER_13148818,ROOM_7653665,0.139907
ORDER_13148818,ROOM_7653643,0.161866
ORDER_13148818,ROOM_7653635,0.108333
ORDER_13148818,ROOM_7653673,0.220494
ORDER_13029458,ROOM_15233843,0.108333
ORDER_13029458,ROOM_152339419,0.108333
ORDER_13029458,ROOM_15233949,0.108333
ORDER_13029458,ROOM_152337711,0.108333
ORDER_13029458,ROOM_15233775,0.108333
ORDER_13029458,ROOM_15233779,0.108333
ORDER_13029458,ROOM_152337713,0.108333
ORDER_13029458,ROOM_15233797,0.108333
ORDER_13029458,ROOM_152337915,0.108333
ORDER_13029458,ROOM_152338115,0.108333
ORDER_13029458,ROOM_15233819,0.108333
ORDER_13029458,ROOM_15233817,0.108333
ORDER_13029458,ROOM_152338111,0.108333
ORDER_13029458,ROOM_15233893,0.108333
ORDER_13029458,ROOM_152339613,0.117305
ORDER_13029458,ROOM_15233899,0.108333
ORDER_13029458,ROOM_15233887,0.108333
ORDER_13029458,ROOM_15233715,0.153539
ORDER_13029458,ROOM_152336915,0.169423
ORDER_13029458,ROOM_152339617,0.117305
ORDER_13029458,ROOM_152339615,0.117305
ORDER_13029458,ROOM_152336913,0.169423
ORDER_13029458,ROOM_15233987,0.108333
ORDER_13029458,ROOM_152336917,0.169423
ORDER_13029458,ROOM_15233689,0.139564
ORDER_13029458,ROOM_15233677,0.153539
ORDER_13029458,ROOM_152339011,0.108333
ORDER_13029458,ROOM_15233915,0.108333
ORDER_13029458,ROOM_15233963,0.174422
ORDER_13029458,ROOM_15233759,0.108333
ORDER_13029458,ROOM_152339113,0.108333
ORDER_13029458,ROOM_15233935,0.108333
ORDER_13029458,ROOM_152336911,0.169423
ORDER_13029458,ROOM_152339015,0.108333
ORDER_13029458,ROOM_15233753,0.108333
ORDER_13029458,ROOM_15233755,0.108333
ORDER_13029458,ROOM_152336819,0.139564
ORDER_13029458,ROOM_15233757,0.108333
ORDER_13029458,ROOM_152338213,0.108333
ORDER_13029458,ROOM_15233825,0.108333
ORDER_13029458,ROOM_15233783,0.108333
ORDER_13029458,ROOM_15233693,0.54062
ORDER_13029458,ROOM_152339611,0.117305
ORDER_13029604,ROOM_15267295,0.108333
ORDER_13029604,ROOM_15267325,0.108333
ORDER_13029604,ROOM_15267323,0.108333
ORDER_13029604,ROOM_15267375,0.108333
ORDER_13029604,ROOM_15267373,0.108333
ORDER_13029604,ROOM_15267293,0.108333
ORDER_13029604,ROOM_15267353,0.108333
ORDER_13029604,ROOM_15267355,0.108333
ORDER_13029604,ROOM_15267233,0.166412
ORDER_13029604,ROOM_15267235,0.119316
ORDER_13029711,ROOM_247998435,0.108333
ORDER_13029711,ROOM_247998921,0.108333
ORDER_13029711,ROOM_24800733,0.165152
ORDER_13029711,ROOM_248007311,0.126035
ORDER_13029711,ROOM_247999019,0.108333
ORDER_13029711,ROOM_247999013,0.108333
ORDER_13029711,ROOM_24799959,0.108333
ORDER_13029711,ROOM_248000037,0.108333
ORDER_13029711,ROOM_248000521,0.108333
ORDER_13029711,ROOM_24800053,0.108333
ORDER_13029711,ROOM_24800285,0.108333
ORDER_13029711,ROOM_247998531,0.108333
ORDER_13029711,ROOM_248000625,0.108333
ORDER_13029711,ROOM_248006123,0.111452
ORDER_13029711,ROOM_247996021,0.108333
ORDER_13029711,ROOM_248001441,0.108333
ORDER_13029711,ROOM_248001533,0.108333
ORDER_13148504,ROOM_30974233,0.153539
ORDER_13148504,ROOM_30973893,0.108333
ORDER_13148504,ROOM_30974485,0.119316
ORDER_13148504,ROOM_30974473,0.119316
ORDER_13148504,ROOM_30974225,0.324408
ORDER_13148504,ROOM_30973743,0.108333
ORDER_13148504,ROOM_30974317,0.119316
ORDER_13148504,ROOM_30974067,0.153539
ORDER_13029711,ROOM_24799645,0.108333
ORDER_13029711,ROOM_24799609,0.108333
ORDER_13029711,ROOM_248001611,0.108333
ORDER_13029711,ROOM_247996415,0.108333
ORDER_13029711,ROOM_24800167,0.342901
ORDER_13029711,ROOM_248001613,0.108333
ORDER_13029711,ROOM_24799887,0.108333
ORDER_13029711,ROOM_247995711,0.108333
ORDER_13029711,ROOM_247998811,0.108333
ORDER_13029711,ROOM_248003717,0.108333
ORDER_13029711,ROOM_248003719,0.108333
ORDER_13029711,ROOM_24800533,0.184371
ORDER_13029711,ROOM_248005311,0.111452
ORDER_13029711,ROOM_248005515,0.111452
ORDER_13029711,ROOM_247995713,0.108333
ORDER_13029711,ROOM_248005517,0.111452
ORDER_13029711,ROOM_247995717,0.108333
ORDER_13029711,ROOM_24799573,0.108333
ORDER_13029711,ROOM_248008119,0.126035
ORDER_13029711,ROOM_248008115,0.126035
ORDER_13029711,ROOM_24800817,0.165152
ORDER_13029711,ROOM_248008017,0.126035
ORDER_13029711,ROOM_24800809,0.143788
ORDER_13029711,ROOM_247995819,0.108333
ORDER_13029711,ROOM_24800439,0.111452
ORDER_13029711,ROOM_248004319,0.111452
ORDER_13029711,ROOM_24800557,0.16652
ORDER_13029711,ROOM_248003631,0.108333
ORDER_13029711,ROOM_247995925,0.108333
ORDER_13029711,ROOM_247999139,0.108333
ORDER_13029711,ROOM_248003629,0.108333
ORDER_13029711,ROOM_248001835,0.108333
ORDER_13029711,ROOM_248005521,0.111452
ORDER_13029711,ROOM_248001815,0.108333
ORDER_13029711,ROOM_24800089,0.108333
ORDER_13029711,ROOM_248000939,0.108333
ORDER_13029711,ROOM_247999341,0.108333
ORDER_13029711,ROOM_24800665,0.16652
ORDER_13029711,ROOM_247999243,0.108333
ORDER_13029711,ROOM_247998717,0.108333
ORDER_13029711,ROOM_248008421,0.126035
ORDER_13029711,ROOM_248006613,0.111452
ORDER_13029711,ROOM_248002943,0.108333
ORDER_13148411,ROOM_4832325,0.130505
ORDER_13148411,ROOM_48323211,0.130505
ORDER_13148411,ROOM_48323215,0.130505
ORDER_13148411,ROOM_48308943,0.130505
ORDER_13148411,ROOM_4832337,0.130505
ORDER_13148411,ROOM_4832187,0.130505
ORDER_13148411,ROOM_4830839,0.130505
ORDER_13148411,ROOM_48321811,0.130505
ORDER_13148411,ROOM_48307945,0.130505
ORDER_13148411,ROOM_4832083,0.130505
ORDER_13148411,ROOM_48311319,0.130505
ORDER_13148411,ROOM_4832353,0.130505
ORDER_13148411,ROOM_48320515,0.130505
ORDER_13148411,ROOM_4832293,0.184371
ORDER_13148411,ROOM_48322911,0.465493
ORDER_13148411,ROOM_4831299,0.130505
ORDER_13148411,ROOM_4831985,0.130505
ORDER_13148411,ROOM_4832419,0.130505
ORDER_13148411,ROOM_4831977,0.130505
ORDER_13148411,ROOM_4831993,0.130505
ORDER_13148411,ROOM_48319911,0.130505
ORDER_13148411,ROOM_48316037,0.130505
ORDER_13148411,ROOM_4831919,0.130505
ORDER_13148411,ROOM_4831999,0.130505
ORDER_13148411,ROOM_4831837,0.130505
ORDER_13148411,ROOM_48324413,0.130505
ORDER_13148411,ROOM_48313117,0.130505
ORDER_13148411,ROOM_4831679,0.130505
ORDER_13148411,ROOM_48318039,0.130505
ORDER_13148411,ROOM_48307713,0.130505
ORDER_13148411,ROOM_48316925,0.130505
ORDER_13148411,ROOM_48307541,0.130505
ORDER_13148411,ROOM_48316241,0.130505
ORDER_13148411,ROOM_48307215,0.130505
ORDER_13148411,ROOM_48314827,0.130505
ORDER_13148411,ROOM_48314635,0.130505
ORDER_13148411,ROOM_48314621,0.130505
ORDER_13148411,ROOM_48314423,0.130505
ORDER_13148411,ROOM_4832049,0.130505
ORDER_13148411,ROOM_48310131,0.130505
ORDER_13148411,ROOM_48314121,0.130505
ORDER_13148411,ROOM_48317433,0.130505
ORDER_13148411,ROOM_4831423,0.130505
ORDER_13148411,ROOM_48319213,0.130505
ORDER_13148411,ROOM_48319215,0.130505
ORDER_13148411,ROOM_48314327,0.130505
ORDER_13148411,ROOM_4831923,0.130505
ORDER_13148411,ROOM_48309633,0.130505
ORDER_13148411,ROOM_48314533,0.130505
ORDER_13148411,ROOM_4831185,0.130505
ORDER_13148411,ROOM_4831515,0.130505
ORDER_13148411,ROOM_48318131,0.130505
ORDER_13148411,ROOM_4830877,0.130505
ORDER_13148411,ROOM_48318229,0.130505
ORDER_13148411,ROOM_4832237,0.128734
ORDER_13148411,ROOM_48310629,0.130505
ORDER_13148411,ROOM_4832203,0.130505
ORDER_13148411,ROOM_4832209,0.130505
ORDER_13148411,ROOM_4832229,0.111452
ORDER_13148411,ROOM_4831523,0.130505
ORDER_13148411,ROOM_48305747,0.130505
ORDER_13148411,ROOM_48306423,0.130505
ORDER_13148411,ROOM_48309939,0.130505
ORDER_13148411,ROOM_48314915,0.130505
ORDER_13148411,ROOM_4832275,0.184371
ORDER_13148411,ROOM_48320917,0.130505
ORDER_13148411,ROOM_48320613,0.130505
ORDER_13148411,ROOM_48306321,0.130505
ORDER_13148411,ROOM_48317317,0.130505
ORDER_13148411,ROOM_4831935,0.130505
ORDER_13148411,ROOM_48310211,0.130505
ORDER_13148411,ROOM_48322713,0.111452
ORDER_13148411,ROOM_48311115,0.130505
ORDER_13148411,ROOM_48306727,0.130505
ORDER_13148411,ROOM_48312631,0.130505
ORDER_13148411,ROOM_48313525,0.130505
ORDER_13148411,ROOM_48314919,0.130505
ORDER_13148411,ROOM_4831717,0.130505
ORDER_13148411,ROOM_48314913,0.130505
ORDER_13148411,ROOM_48314029,0.130505
ORDER_13148411,ROOM_48311111,0.130505
ORDER_13148411,ROOM_48314911,0.130505
ORDER_13148411,ROOM_4832195,0.130505
ORDER_13148411,ROOM_4832177,0.130505
ORDER_13148411,ROOM_4831117,0.130505
ORDER_13148411,ROOM_48315323,0.130505
ORDER_13148411,ROOM_4831003,0.130505
ORDER_13148411,ROOM_48310219,0.130505
ORDER_13148411,ROOM_48319311,0.130505
ORDER_13148411,ROOM_48311113,0.130505
ORDER_13148411,ROOM_48308517,0.130505
ORDER_13148411,ROOM_4830865,0.130505
ORDER_13148411,ROOM_48310235,0.130505
ORDER_13148411,ROOM_48307637,0.130505
ORDER_13148411,ROOM_4832065,0.130505
ORDER_13148411,ROOM_48320611,0.130505
ORDER_13148411,ROOM_48307125,0.130505
ORDER_13029711,ROOM_24799873,0.108333
ORDER_13029711,ROOM_24800715,0.165152
ORDER_13029711,ROOM_248007113,0.126035
ORDER_13029711,ROOM_24799975,0.108333
ORDER_13029711,ROOM_247998615,0.108333
ORDER_13029711,ROOM_247998629,0.108333
ORDER_13029711,ROOM_247995923,0.108333
ORDER_13029711,ROOM_248000737,0.108333
ORDER_13029711,ROOM_247998323,0.108333
ORDER_13029711,ROOM_247998327,0.108333
ORDER_13029711,ROOM_247997925,0.108333
ORDER_13029711,ROOM_247996529,0.108333
ORDER_13029711,ROOM_247996527,0.108333
ORDER_13029711,ROOM_24799587,0.108333
ORDER_13029711,ROOM_247997131,0.108333
ORDER_13029711,ROOM_248001727,0.108333
ORDER_13029711,ROOM_248001723,0.108333
ORDER_13029711,ROOM_247998033,0.108333
ORDER_13029725,ROOM_740893,0.108333
ORDER_13029725,ROOM_740857,0.108333
ORDER_13029725,ROOM_740685,0.108333
ORDER_13029725,ROOM_7406811,0.108333
ORDER_13029725,ROOM_740855,0.108333
ORDER_13029725,ROOM_740897,0.108333
ORDER_13029725,ROOM_740649,0.108333
ORDER_13029725,ROOM_740647,0.108333
ORDER_13029725,ROOM_740645,0.108333
ORDER_13029725,ROOM_740689,0.108333
ORDER_13029725,ROOM_740769,0.111452
ORDER_13029725,ROOM_740765,0.119316
ORDER_13029725,ROOM_740697,0.108333
ORDER_13029725,ROOM_740635,0.108333
ORDER_13029725,ROOM_740873,0.108333
ORDER_13029725,ROOM_740653,0.108333
ORDER_13029725,ROOM_7407611,0.111452
ORDER_13029725,ROOM_740885,0.108333
ORDER_13029725,ROOM_740877,0.108333
ORDER_13148360,ROOM_13744049,0.111452
ORDER_13148360,ROOM_13743945,0.108333
ORDER_13148360,ROOM_13744379,0.111452
ORDER_13148360,ROOM_13743999,0.108333
ORDER_13148360,ROOM_13744117,0.172326
ORDER_13148360,ROOM_13744409,0.108333
ORDER_13148360,ROOM_13743995,0.108333
ORDER_13148360,ROOM_13744045,0.172326
ORDER_13148360,ROOM_137440411,0.111452
ORDER_13148360,ROOM_137439811,0.108333
ORDER_13148360,ROOM_13743989,0.108333
ORDER_13148360,ROOM_13744315,0.119316
ORDER_13148360,ROOM_13744385,0.108333
ORDER_13148360,ROOM_13744387,0.108333
ORDER_13148360,ROOM_137443313,0.111452
ORDER_13148360,ROOM_13744113,0.172326
ORDER_13148360,ROOM_137439911,0.108333
ORDER_13148360,ROOM_13744307,0.170209
ORDER_13148360,ROOM_13744393,0.108333
ORDER_13148360,ROOM_13744033,0.108333
ORDER_13148360,ROOM_13743977,0.108333
ORDER_13148360,ROOM_13743973,0.108333
ORDER_13148360,ROOM_13744273,0.108333
ORDER_13148360,ROOM_13744279,0.108333
ORDER_13148360,ROOM_13744205,0.108333
ORDER_13148360,ROOM_137442011,0.108333
ORDER_13148360,ROOM_13744207,0.108333
ORDER_13148360,ROOM_13744037,0.108333
ORDER_13148360,ROOM_13744283,0.263164
ORDER_13148360,ROOM_137443011,0.111452
ORDER_13029725,ROOM_740905,0.108333
ORDER_13029725,ROOM_740773,0.119316
ORDER_13029725,ROOM_740837,0.379209
ORDER_13029725,ROOM_740733,0.108333
ORDER_13029725,ROOM_740633,0.108333
ORDER_13029725,ROOM_740863,0.108333
ORDER_13148245,ROOM_20585083,0.469284
ORDER_13148245,ROOM_20585035,0.205694
ORDER_13148245,ROOM_20585033,0.34268
ORDER_13148245,ROOM_20585085,0.357412
ORDER_13029990,ROOM_29750823,0.108333
ORDER_13029990,ROOM_29750753,0.108333
ORDER_13029990,ROOM_29750975,0.108333
ORDER_13029990,ROOM_29750945,0.108333
ORDER_13029990,ROOM_29750793,0.108333
ORDER_13029990,ROOM_29750665,0.108333
ORDER_13029990,ROOM_29750705,0.108333
ORDER_13029990,ROOM_29750983,0.108333
ORDER_13029990,ROOM_29750915,0.108333
ORDER_13029990,ROOM_29750853,0.108333
ORDER_13029990,ROOM_29750953,0.108333
ORDER_13029990,ROOM_29750875,0.129776
ORDER_13029990,ROOM_29750815,0.108333
ORDER_13029990,ROOM_29750785,0.108333
ORDER_13029990,ROOM_29750745,0.108333
ORDER_13029990,ROOM_29750713,0.108333
ORDER_13029990,ROOM_29750673,0.108333
ORDER_13029990,ROOM_29750845,0.108333
ORDER_13029990,ROOM_29750883,0.36022
ORDER_13029990,ROOM_29750923,0.108333
ORDER_13148028,ROOM_84113011,0.108333
ORDER_13148028,ROOM_8411609,0.108333
ORDER_13148028,ROOM_8411569,0.108333
ORDER_13148028,ROOM_8411419,0.108333
ORDER_13148028,ROOM_8411685,0.108333
ORDER_13148028,ROOM_84113013,0.108333
ORDER_13148028,ROOM_8411779,0.175046
ORDER_13148028,ROOM_8411659,0.108333
ORDER_13148028,ROOM_8411793,0.108333
ORDER_13148028,ROOM_8411413,0.108333
ORDER_13148028,ROOM_8411329,0.108333
ORDER_13148028,ROOM_8411437,0.108333
ORDER_13148028,ROOM_8411673,0.108333
ORDER_13148028,ROOM_8411497,0.108333
ORDER_13148028,ROOM_8411775,0.175046
ORDER_13148028,ROOM_8411533,0.108333
ORDER_13148028,ROOM_84117513,0.108333
ORDER_13148028,ROOM_8411303,0.108333
ORDER_13148028,ROOM_8411749,0.108333
ORDER_13148028,ROOM_8411709,0.108333
ORDER_13148028,ROOM_8411697,0.108333
ORDER_13148028,ROOM_8411295,0.108333
ORDER_13148028,ROOM_8411637,0.108333
ORDER_13148028,ROOM_8411763,0.108333
ORDER_13148028,ROOM_8411735,0.108333
ORDER_13148028,ROOM_8411623,0.108333
ORDER_13148028,ROOM_8411587,0.108333
ORDER_13148028,ROOM_8411573,0.108333
ORDER_13148028,ROOM_8411557,0.108333
